"Geo Level","State","State ANSI","Measure","Bearing_type","Domain","size_bracket","Value","CV (%)"
"STATE","OREGON","41","ACRES","BEARING","AREA GROWN","(25.0 TO 49.9 ACRES)",468,"26.4"
"STATE","OREGON","41","ACRES","BEARING","AREA GROWN","(5.0 TO 14.9 ACRES)",145,"13.9"
"STATE","OREGON","41","ACRES","BEARING","AREA GROWN","(50.0 TO 99.9 ACRES)",190.376686454398,NA
"STATE","OREGON","41","ACRES","BEARING","TOTAL","TOTAL",1664,"19.6"
"STATE","OREGON","41","ACRES","GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",36,"23.0"
"STATE","OREGON","41","ACRES","GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",122,"21.1"
"STATE","OREGON","41","ACRES","GROWN","AREA GROWN","(100 OR MORE ACRES)",681,"60.7"
"STATE","OREGON","41","ACRES","GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",154,"40.5"
"STATE","OREGON","41","ACRES","GROWN","AREA GROWN","(25.0 TO 49.9 ACRES)",494,"27.9"
"STATE","OREGON","41","ACRES","GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",154,"14.3"
"STATE","OREGON","41","ACRES","GROWN","AREA GROWN","(50.0 TO 99.9 ACRES)",212,NA
"STATE","OREGON","41","ACRES","GROWN","TOTAL","TOTAL",1853,"17.4"
"STATE","OREGON","41","ACRES","NON-BEARING","AREA GROWN","(0.1 TO 0.9 ACRES)",3.65245547760389,NA
"STATE","OREGON","41","ACRES","NON-BEARING","AREA GROWN","(1.0 TO 4.9 ACRES)",16,"26.9"
"STATE","OREGON","41","ACRES","NON-BEARING","AREA GROWN","(100 OR MORE ACRES)",69.0922827846735,NA
"STATE","OREGON","41","ACRES","NON-BEARING","AREA GROWN","(15.0 TO 24.9 ACRES)",39,"44.7"
"STATE","OREGON","41","ACRES","NON-BEARING","AREA GROWN","(25.0 TO 49.9 ACRES)",26,"58.4"
"STATE","OREGON","41","ACRES","NON-BEARING","AREA GROWN","(5.0 TO 14.9 ACRES)",9,"40.0"
"STATE","OREGON","41","ACRES","NON-BEARING","AREA GROWN","(50.0 TO 99.9 ACRES)",21.5089044792229,NA
"STATE","OREGON","41","ACRES","NON-BEARING","TOTAL","TOTAL",188,"15.2"
"STATE","OREGON","41","OPERATIONS","AREA BEARING","AREA GROWN","(0.1 TO 0.9 ACRES)",189,"7.3"
"STATE","OREGON","41","OPERATIONS","AREA BEARING","AREA GROWN","(1.0 TO 4.9 ACRES)",55,"24.3"
"STATE","OREGON","41","OPERATIONS","AREA BEARING","AREA GROWN","(100 OR MORE ACRES)",3,"77.5"
"STATE","OREGON","41","OPERATIONS","AREA BEARING","AREA GROWN","(15.0 TO 24.9 ACRES)",9,"39.4"
"STATE","OREGON","41","OPERATIONS","AREA BEARING","AREA GROWN","(25.0 TO 49.9 ACRES)",16,"31.4"
"STATE","OREGON","41","OPERATIONS","AREA BEARING","AREA GROWN","(5.0 TO 14.9 ACRES)",19,"16.6"
"STATE","OREGON","41","OPERATIONS","AREA BEARING","AREA GROWN","(50.0 TO 99.9 ACRES)",3,NA
"STATE","OREGON","41","OPERATIONS","AREA BEARING","TOTAL","TOTAL",294,"6.7"
"STATE","OREGON","41","OPERATIONS","AREA GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",206,"12.9"
"STATE","OREGON","41","OPERATIONS","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",57,"23.2"
"STATE","OREGON","41","OPERATIONS","AREA GROWN","AREA GROWN","(100 OR MORE ACRES)",3,"77.5"
"STATE","OREGON","41","OPERATIONS","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",9,"39.4"
"STATE","OREGON","41","OPERATIONS","AREA GROWN","AREA GROWN","(25.0 TO 49.9 ACRES)",16,"31.4"
"STATE","OREGON","41","OPERATIONS","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",19,"16.6"
"STATE","OREGON","41","OPERATIONS","AREA GROWN","AREA GROWN","(50.0 TO 99.9 ACRES)",3,NA
"STATE","OREGON","41","OPERATIONS","AREA GROWN","TOTAL","TOTAL",313,"7.3"
"STATE","OREGON","41","OPERATIONS","AREA NON-BEARING","AREA GROWN","(0.1 TO 0.9 ACRES)",21,"84.2"
"STATE","OREGON","41","OPERATIONS","AREA NON-BEARING","AREA GROWN","(1.0 TO 4.9 ACRES)",14,"33.9"
"STATE","OREGON","41","OPERATIONS","AREA NON-BEARING","AREA GROWN","(100 OR MORE ACRES)",1,NA
"STATE","OREGON","41","OPERATIONS","AREA NON-BEARING","AREA GROWN","(15.0 TO 24.9 ACRES)",7,"50.7"
"STATE","OREGON","41","OPERATIONS","AREA NON-BEARING","AREA GROWN","(25.0 TO 49.9 ACRES)",4,"75.0"
"STATE","OREGON","41","OPERATIONS","AREA NON-BEARING","AREA GROWN","(5.0 TO 14.9 ACRES)",6,"22.4"
"STATE","OREGON","41","OPERATIONS","AREA NON-BEARING","AREA GROWN","(50.0 TO 99.9 ACRES)",1,NA
"STATE","OREGON","41","OPERATIONS","AREA NON-BEARING","TOTAL","TOTAL",54,"30.7"
"STATE","PENNSYLVANIA","42","ACRES","BEARING","AREA GROWN","(0.1 TO 0.9 ACRES)",112,"16.4"
"STATE","PENNSYLVANIA","42","ACRES","BEARING","AREA GROWN","(1.0 TO 4.9 ACRES)",293,"14.5"
"STATE","PENNSYLVANIA","42","ACRES","BEARING","AREA GROWN","(15.0 TO 24.9 ACRES)",115,"38.9"
"STATE","PENNSYLVANIA","42","ACRES","BEARING","AREA GROWN","(5.0 TO 14.9 ACRES)",144,"35.2"
"STATE","PENNSYLVANIA","42","ACRES","BEARING","TOTAL","TOTAL",663,"10.7"
"STATE","PENNSYLVANIA","42","ACRES","GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",128,"14.2"
"STATE","PENNSYLVANIA","42","ACRES","GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",329,"13.6"
"STATE","PENNSYLVANIA","42","ACRES","GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",135,"34.7"
"STATE","PENNSYLVANIA","42","ACRES","GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",163,"35.2"
"STATE","PENNSYLVANIA","42","ACRES","GROWN","TOTAL","TOTAL",756,"10.2"
"STATE","PENNSYLVANIA","42","ACRES","NON-BEARING","AREA GROWN","(0.1 TO 0.9 ACRES)",16,"17.8"
"STATE","PENNSYLVANIA","42","ACRES","NON-BEARING","AREA GROWN","(1.0 TO 4.9 ACRES)",37,"24.9"
"STATE","PENNSYLVANIA","42","ACRES","NON-BEARING","AREA GROWN","(15.0 TO 24.9 ACRES)",20,"17.1"
"STATE","PENNSYLVANIA","42","ACRES","NON-BEARING","AREA GROWN","(5.0 TO 14.9 ACRES)",20,"39.1"
"STATE","PENNSYLVANIA","42","ACRES","NON-BEARING","TOTAL","TOTAL",92,"8.8"
"STATE","PENNSYLVANIA","42","OPERATIONS","AREA BEARING","AREA GROWN","(0.1 TO 0.9 ACRES)",411,"10.1"
"STATE","PENNSYLVANIA","42","OPERATIONS","AREA BEARING","AREA GROWN","(1.0 TO 4.9 ACRES)",184,"10.4"
"STATE","PENNSYLVANIA","42","OPERATIONS","AREA BEARING","AREA GROWN","(15.0 TO 24.9 ACRES)",8,"37.5"
"STATE","PENNSYLVANIA","42","OPERATIONS","AREA BEARING","AREA GROWN","(5.0 TO 14.9 ACRES)",25,"21.1"
"STATE","PENNSYLVANIA","42","OPERATIONS","AREA BEARING","TOTAL","TOTAL",628,"7.2"
"STATE","PENNSYLVANIA","42","OPERATIONS","AREA GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",444,"9.3"
"STATE","PENNSYLVANIA","42","OPERATIONS","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",187,"9.9"
"STATE","PENNSYLVANIA","42","OPERATIONS","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",8,"37.5"
"STATE","PENNSYLVANIA","42","OPERATIONS","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",25,"21.1"
"STATE","PENNSYLVANIA","42","OPERATIONS","AREA GROWN","TOTAL","TOTAL",664,"6.9"
"STATE","PENNSYLVANIA","42","OPERATIONS","AREA NON-BEARING","AREA GROWN","(0.1 TO 0.9 ACRES)",89,"14.9"
"STATE","PENNSYLVANIA","42","OPERATIONS","AREA NON-BEARING","AREA GROWN","(1.0 TO 4.9 ACRES)",51,"30.6"
"STATE","PENNSYLVANIA","42","OPERATIONS","AREA NON-BEARING","AREA GROWN","(15.0 TO 24.9 ACRES)",4,"23.7"
"STATE","PENNSYLVANIA","42","OPERATIONS","AREA NON-BEARING","AREA GROWN","(5.0 TO 14.9 ACRES)",9,"42.2"
"STATE","PENNSYLVANIA","42","OPERATIONS","AREA NON-BEARING","TOTAL","TOTAL",153,"8.6"
"STATE","RHODE ISLAND","44","ACRES","BEARING","TOTAL","TOTAL",33,"7.1"
"STATE","RHODE ISLAND","44","ACRES","GROWN","TOTAL","TOTAL",42,"8.7"
"STATE","RHODE ISLAND","44","ACRES","NON-BEARING","TOTAL","TOTAL",9,"15.8"
"STATE","RHODE ISLAND","44","OPERATIONS","AREA BEARING","TOTAL","TOTAL",25,"22.1"
"STATE","RHODE ISLAND","44","OPERATIONS","AREA GROWN","TOTAL","TOTAL",33,"13.2"
"STATE","RHODE ISLAND","44","OPERATIONS","AREA NON-BEARING","TOTAL","TOTAL",12,"33.5"
"STATE","SOUTH CAROLINA","45","ACRES","BEARING","TOTAL","TOTAL",707,"22.1"
"STATE","SOUTH CAROLINA","45","ACRES","GROWN","TOTAL","TOTAL",713,"21.7"
"STATE","SOUTH CAROLINA","45","ACRES","NON-BEARING","TOTAL","TOTAL",7,"27.0"
"STATE","SOUTH CAROLINA","45","OPERATIONS","AREA BEARING","TOTAL","TOTAL",171,"12.8"
"STATE","SOUTH CAROLINA","45","OPERATIONS","AREA GROWN","TOTAL","TOTAL",192,"12.3"
"STATE","SOUTH CAROLINA","45","OPERATIONS","AREA NON-BEARING","TOTAL","TOTAL",26,"28.5"
"STATE","SOUTH DAKOTA","46","ACRES","BEARING","TOTAL","TOTAL",NA,NA
"STATE","SOUTH DAKOTA","46","ACRES","GROWN","TOTAL","TOTAL",14,NA
"STATE","SOUTH DAKOTA","46","ACRES","NON-BEARING","TOTAL","TOTAL",NA,NA
"STATE","SOUTH DAKOTA","46","OPERATIONS","AREA BEARING","TOTAL","TOTAL",14,NA
"STATE","SOUTH DAKOTA","46","OPERATIONS","AREA GROWN","TOTAL","TOTAL",16,NA
"STATE","SOUTH DAKOTA","46","OPERATIONS","AREA NON-BEARING","TOTAL","TOTAL",3,NA
"STATE","TENNESSEE","47","ACRES","BEARING","TOTAL","TOTAL",129,"34.5"
"STATE","TENNESSEE","47","ACRES","GROWN","TOTAL","TOTAL",155,"37.8"
"STATE","TENNESSEE","47","ACRES","NON-BEARING","TOTAL","TOTAL",25,"69.5"
"STATE","TENNESSEE","47","OPERATIONS","AREA BEARING","TOTAL","TOTAL",145,"42.0"
"STATE","TENNESSEE","47","OPERATIONS","AREA GROWN","TOTAL","TOTAL",166,"44.0"
"STATE","TENNESSEE","47","OPERATIONS","AREA NON-BEARING","TOTAL","TOTAL",38,"72.3"
"STATE","TEXAS","48","ACRES","BEARING","TOTAL","TOTAL",189,"54.4"
"STATE","TEXAS","48","ACRES","GROWN","TOTAL","TOTAL",225,"48.5"
"STATE","TEXAS","48","ACRES","NON-BEARING","TOTAL","TOTAL",36,"31.9"
"STATE","TEXAS","48","OPERATIONS","AREA BEARING","TOTAL","TOTAL",182,"21.2"
"STATE","TEXAS","48","OPERATIONS","AREA GROWN","TOTAL","TOTAL",221,"16.1"
"STATE","TEXAS","48","OPERATIONS","AREA NON-BEARING","TOTAL","TOTAL",86,"12.7"
"STATE","UTAH","49","ACRES","BEARING","TOTAL","TOTAL",7,"15.4"
"STATE","UTAH","49","ACRES","GROWN","TOTAL","TOTAL",10,"14.8"
"STATE","UTAH","49","ACRES","NON-BEARING","TOTAL","TOTAL",2,"25.2"
"STATE","UTAH","49","OPERATIONS","AREA BEARING","TOTAL","TOTAL",41,"21.0"
"STATE","UTAH","49","OPERATIONS","AREA GROWN","TOTAL","TOTAL",47,"19.7"
"STATE","UTAH","49","OPERATIONS","AREA NON-BEARING","TOTAL","TOTAL",12,"20.9"
"STATE","VERMONT","50","ACRES","BEARING","TOTAL","TOTAL",117,"21.2"
"STATE","VERMONT","50","ACRES","GROWN","TOTAL","TOTAL",168,"27.8"
"STATE","VERMONT","50","ACRES","NON-BEARING","TOTAL","TOTAL",51,"43.7"
"STATE","VERMONT","50","OPERATIONS","AREA BEARING","TOTAL","TOTAL",111,"27.0"
"STATE","VERMONT","50","OPERATIONS","AREA GROWN","TOTAL","TOTAL",125,"25.0"
"STATE","VERMONT","50","OPERATIONS","AREA NON-BEARING","TOTAL","TOTAL",55,"38.5"
"STATE","VIRGINIA","51","ACRES","BEARING","TOTAL","TOTAL",205,"22.9"
"STATE","VIRGINIA","51","ACRES","GROWN","TOTAL","TOTAL",227,"21.7"
"STATE","VIRGINIA","51","ACRES","NON-BEARING","TOTAL","TOTAL",21,"64.7"
"STATE","VIRGINIA","51","OPERATIONS","AREA BEARING","TOTAL","TOTAL",203,"23.0"
"STATE","VIRGINIA","51","OPERATIONS","AREA GROWN","TOTAL","TOTAL",231,"22.8"
"STATE","VIRGINIA","51","OPERATIONS","AREA NON-BEARING","TOTAL","TOTAL",48,"25.4"
"STATE","WASHINGTON","53","ACRES","BEARING","AREA GROWN","(0.1 TO 0.9 ACRES)",37,"17.4"
"STATE","WASHINGTON","53","ACRES","BEARING","AREA GROWN","(1.0 TO 4.9 ACRES)",67,"23.5"
"STATE","WASHINGTON","53","ACRES","BEARING","AREA GROWN","(100 OR MORE ACRES)",36.4075173095945,NA
"STATE","WASHINGTON","53","ACRES","BEARING","AREA GROWN","(15.0 TO 24.9 ACRES)",149,"57.2"
"STATE","WASHINGTON","53","ACRES","BEARING","AREA GROWN","(25.0 TO 49.9 ACRES)",NA,NA
"STATE","WASHINGTON","53","ACRES","BEARING","AREA GROWN","(5.0 TO 14.9 ACRES)",146,"88.3"
"STATE","WASHINGTON","53","ACRES","BEARING","AREA GROWN","(50.0 TO 99.9 ACRES)",NA,NA
"STATE","WASHINGTON","53","ACRES","BEARING","TOTAL","TOTAL",856,"35.2"
"STATE","WASHINGTON","53","ACRES","GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",43,"13.3"
"STATE","WASHINGTON","53","ACRES","GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",81,"19.7"
"STATE","WASHINGTON","53","ACRES","GROWN","AREA GROWN","(100 OR MORE ACRES)",NA,NA
"STATE","WASHINGTON","53","ACRES","GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",189,"71.8"
"STATE","WASHINGTON","53","ACRES","GROWN","AREA GROWN","(25.0 TO 49.9 ACRES)",NA,NA
"STATE","WASHINGTON","53","ACRES","GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",160,"85.5"
"STATE","WASHINGTON","53","ACRES","GROWN","AREA GROWN","(50.0 TO 99.9 ACRES)",NA,NA
"STATE","WASHINGTON","53","ACRES","GROWN","TOTAL","TOTAL",1011,"38.7"
"STATE","WASHINGTON","53","ACRES","NON-BEARING","AREA GROWN","(0.1 TO 0.9 ACRES)",5,"39.6"
"STATE","WASHINGTON","53","ACRES","NON-BEARING","AREA GROWN","(1.0 TO 4.9 ACRES)",14,"39.7"
"STATE","WASHINGTON","53","ACRES","NON-BEARING","AREA GROWN","(100 OR MORE ACRES)",6.63501483679525,NA
"STATE","WASHINGTON","53","ACRES","NON-BEARING","AREA GROWN","(15.0 TO 24.9 ACRES)",40,NA
"STATE","WASHINGTON","53","ACRES","NON-BEARING","AREA GROWN","(25.0 TO 49.9 ACRES)",NA,NA
"STATE","WASHINGTON","53","ACRES","NON-BEARING","AREA GROWN","(5.0 TO 14.9 ACRES)",14,"95.9"
"STATE","WASHINGTON","53","ACRES","NON-BEARING","AREA GROWN","(50.0 TO 99.9 ACRES)",NA,NA
"STATE","WASHINGTON","53","ACRES","NON-BEARING","TOTAL","TOTAL",156,"97.2"
"STATE","WASHINGTON","53","OPERATIONS","AREA BEARING","AREA GROWN","(0.1 TO 0.9 ACRES)",221,"18.8"
"STATE","WASHINGTON","53","OPERATIONS","AREA BEARING","AREA GROWN","(1.0 TO 4.9 ACRES)",36,"21.7"
"STATE","WASHINGTON","53","OPERATIONS","AREA BEARING","AREA GROWN","(100 OR MORE ACRES)",2,NA
"STATE","WASHINGTON","53","OPERATIONS","AREA BEARING","AREA GROWN","(15.0 TO 24.9 ACRES)",9,"50.6"
"STATE","WASHINGTON","53","OPERATIONS","AREA BEARING","AREA GROWN","(25.0 TO 49.9 ACRES)",1,NA
"STATE","WASHINGTON","53","OPERATIONS","AREA BEARING","AREA GROWN","(5.0 TO 14.9 ACRES)",16,"69.4"
"STATE","WASHINGTON","53","OPERATIONS","AREA BEARING","AREA GROWN","(50.0 TO 99.9 ACRES)",2,NA
"STATE","WASHINGTON","53","OPERATIONS","AREA BEARING","TOTAL","TOTAL",287,"16.1"
"STATE","WASHINGTON","53","OPERATIONS","AREA GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",239,"13.8"
"STATE","WASHINGTON","53","OPERATIONS","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",37,"21.1"
"STATE","WASHINGTON","53","OPERATIONS","AREA GROWN","AREA GROWN","(100 OR MORE ACRES)",2,NA
"STATE","WASHINGTON","53","OPERATIONS","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",10,"78.2"
"STATE","WASHINGTON","53","OPERATIONS","AREA GROWN","AREA GROWN","(25.0 TO 49.9 ACRES)",1,NA
"STATE","WASHINGTON","53","OPERATIONS","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",16,"69.4"
"STATE","WASHINGTON","53","OPERATIONS","AREA GROWN","AREA GROWN","(50.0 TO 99.9 ACRES)",2,NA
"STATE","WASHINGTON","53","OPERATIONS","AREA GROWN","TOTAL","TOTAL",307,"11.0"
"STATE","WASHINGTON","53","OPERATIONS","AREA NON-BEARING","AREA GROWN","(0.1 TO 0.9 ACRES)",28,"53.2"
"STATE","WASHINGTON","53","OPERATIONS","AREA NON-BEARING","AREA GROWN","(1.0 TO 4.9 ACRES)",10,"42.4"
"STATE","WASHINGTON","53","OPERATIONS","AREA NON-BEARING","AREA GROWN","(100 OR MORE ACRES)",1,NA
"STATE","WASHINGTON","53","OPERATIONS","AREA NON-BEARING","AREA GROWN","(15.0 TO 24.9 ACRES)",4,NA
"STATE","WASHINGTON","53","OPERATIONS","AREA NON-BEARING","AREA GROWN","(25.0 TO 49.9 ACRES)",1,NA
"STATE","WASHINGTON","53","OPERATIONS","AREA NON-BEARING","AREA GROWN","(5.0 TO 14.9 ACRES)",4,"82.2"
"STATE","WASHINGTON","53","OPERATIONS","AREA NON-BEARING","AREA GROWN","(50.0 TO 99.9 ACRES)",2,NA
"STATE","WASHINGTON","53","OPERATIONS","AREA NON-BEARING","TOTAL","TOTAL",50,"44.1"
"STATE","WEST VIRGINIA","54","ACRES","BEARING","TOTAL","TOTAL",59,"10.2"
"STATE","WEST VIRGINIA","54","ACRES","GROWN","TOTAL","TOTAL",65,"11.3"
"STATE","WEST VIRGINIA","54","ACRES","NON-BEARING","TOTAL","TOTAL",6,"37.8"
"STATE","WEST VIRGINIA","54","OPERATIONS","AREA BEARING","TOTAL","TOTAL",91,"33.4"
"STATE","WEST VIRGINIA","54","OPERATIONS","AREA GROWN","TOTAL","TOTAL",116,"31.3"
"STATE","WEST VIRGINIA","54","OPERATIONS","AREA NON-BEARING","TOTAL","TOTAL",33,"29.6"
"STATE","WISCONSIN","55","ACRES","BEARING","AREA GROWN","(0.1 TO 0.9 ACRES)",123.141873278237,NA
"STATE","WISCONSIN","55","ACRES","BEARING","AREA GROWN","(1.0 TO 4.9 ACRES)",115,"11.9"
"STATE","WISCONSIN","55","ACRES","BEARING","AREA GROWN","(15.0 TO 24.9 ACRES)",136,"49.1"
"STATE","WISCONSIN","55","ACRES","BEARING","AREA GROWN","(25.0 TO 49.9 ACRES)",529,NA
"STATE","WISCONSIN","55","ACRES","BEARING","AREA GROWN","(5.0 TO 14.9 ACRES)",200,"15.8"
"STATE","WISCONSIN","55","ACRES","BEARING","TOTAL","TOTAL",529,"25.5"
"STATE","WISCONSIN","55","ACRES","GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",NA,NA
"STATE","WISCONSIN","55","ACRES","GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",165,"8.4"
"STATE","WISCONSIN","55","ACRES","GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",169,"53.3"
"STATE","WISCONSIN","55","ACRES","GROWN","AREA GROWN","(25.0 TO 49.9 ACRES)",NA,NA
"STATE","WISCONSIN","55","ACRES","GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",294,"24.4"
"STATE","WISCONSIN","55","ACRES","GROWN","TOTAL","TOTAL",726,"20.0"
"STATE","WISCONSIN","55","ACRES","NON-BEARING","AREA GROWN","(0.1 TO 0.9 ACRES)",45.8581267217631,NA
"STATE","WISCONSIN","55","ACRES","NON-BEARING","AREA GROWN","(1.0 TO 4.9 ACRES)",51,"9.4"
"STATE","WISCONSIN","55","ACRES","NON-BEARING","AREA GROWN","(15.0 TO 24.9 ACRES)",33,"82.0"
"STATE","WISCONSIN","55","ACRES","NON-BEARING","AREA GROWN","(25.0 TO 49.9 ACRES)",197,NA
"STATE","WISCONSIN","55","ACRES","NON-BEARING","AREA GROWN","(5.0 TO 14.9 ACRES)",94,"56.0"
"STATE","WISCONSIN","55","ACRES","NON-BEARING","TOTAL","TOTAL",197,"20.3"
"STATE","WISCONSIN","55","OPERATIONS","AREA BEARING","AREA GROWN","(0.1 TO 0.9 ACRES)",140,"10.5"
"STATE","WISCONSIN","55","OPERATIONS","AREA BEARING","AREA GROWN","(1.0 TO 4.9 ACRES)",72,"5.7"
"STATE","WISCONSIN","55","OPERATIONS","AREA BEARING","AREA GROWN","(15.0 TO 24.9 ACRES)",9,"48.3"
"STATE","WISCONSIN","55","OPERATIONS","AREA BEARING","AREA GROWN","(25.0 TO 49.9 ACRES)",2,NA
"STATE","WISCONSIN","55","OPERATIONS","AREA BEARING","AREA GROWN","(5.0 TO 14.9 ACRES)",38,"27.8"
"STATE","WISCONSIN","55","OPERATIONS","AREA BEARING","TOTAL","TOTAL",261,"6.5"
"STATE","WISCONSIN","55","OPERATIONS","AREA GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",180,"9.3"
"STATE","WISCONSIN","55","OPERATIONS","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",75,"5.5"
"STATE","WISCONSIN","55","OPERATIONS","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",9,"48.3"
"STATE","WISCONSIN","55","OPERATIONS","AREA GROWN","AREA GROWN","(25.0 TO 49.9 ACRES)",2,NA
"STATE","WISCONSIN","55","OPERATIONS","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",39,"27.1"
"STATE","WISCONSIN","55","OPERATIONS","AREA GROWN","TOTAL","TOTAL",305,"6.9"
"STATE","WISCONSIN","55","OPERATIONS","AREA NON-BEARING","AREA GROWN","(0.1 TO 0.9 ACRES)",60,"24.4"
"STATE","WISCONSIN","55","OPERATIONS","AREA NON-BEARING","AREA GROWN","(1.0 TO 4.9 ACRES)",45,"11.2"
"STATE","WISCONSIN","55","OPERATIONS","AREA NON-BEARING","AREA GROWN","(15.0 TO 24.9 ACRES)",6,"41.8"
"STATE","WISCONSIN","55","OPERATIONS","AREA NON-BEARING","AREA GROWN","(25.0 TO 49.9 ACRES)",1,NA
"STATE","WISCONSIN","55","OPERATIONS","AREA NON-BEARING","AREA GROWN","(5.0 TO 14.9 ACRES)",27,"43.7"
"STATE","WISCONSIN","55","OPERATIONS","AREA NON-BEARING","TOTAL","TOTAL",139,"14.1"
"STATE","WYOMING","56","ACRES","BEARING","TOTAL","TOTAL",NA,NA
"STATE","WYOMING","56","ACRES","GROWN","TOTAL","TOTAL",1,"67.1"
"STATE","WYOMING","56","ACRES","NON-BEARING","TOTAL","TOTAL",NA,NA
"STATE","WYOMING","56","OPERATIONS","AREA BEARING","TOTAL","TOTAL",3,"89.4"
"STATE","WYOMING","56","OPERATIONS","AREA GROWN","TOTAL","TOTAL",6,"74.2"
"STATE","WYOMING","56","OPERATIONS","AREA NON-BEARING","TOTAL","TOTAL",3,NA
